,DATE,Month,Day,NA_Correction,MaxTemp,MinTemp,MeanTemp,RainPrecip,SnowPrecip,Wind,CO,NO2,O3,PM10,PM25,CO_LEVEL,NO2_LEVEL,O3_LEVEL,PM10_LEVEL,PM25_LEVEL,AQI,AQI_LEVEL
162,2014-06-17,6,Tuesday,False,14.6,8.3,11.6,12.4,0.0,10.8,0.3,14.0,0.038,25.0,3.2,Good,Good,Good,Good,Good,35,Good
163,2014-06-18,6,Wednesday,False,16.7,6.6,12.0,0.9,0.0,10.4,0.3,22.0,0.047,35.0,3.9,Good,Good,Good,Good,Good,44,Good
164,2014-06-19,6,Thursday,False,23.6,10.6,17.6,0.0,0.0,8.1,0.3,21.0,0.054,37.0,3.7,Good,Good,Good,Good,Good,50,Good
165,2014-06-20,6,Friday,False,30.6,10.5,22.3,0.0,0.0,15.3,0.3,21.0,0.055,44.0,3.9,Good,Good,Moderate,Good,Good,51,Moderate
166,2014-06-21,6,Saturday,False,30.4,17.1,24.4,0.0,0.0,12.8,0.3,20.0,0.054,42.0,5.7,Good,Good,Good,Good,Good,50,Good
167,2014-06-22,6,Sunday,False,31.1,15.9,24.2,0.0,0.0,11.4,0.3,26.0,0.054,37.0,6.0,Good,Good,Good,Good,Good,50,Good
168,2014-06-23,6,Monday,False,31.3,17.1,25.2,0.0,0.0,8.7,0.3,24.0,0.062,47.0,7.0,Good,Good,Moderate,Good,Good,74,Moderate
169,2014-06-24,6,Tuesday,False,33.5,16.0,26.4,0.0,0.0,13.5,0.3,30.0,0.058,37.0,7.3,Good,Good,Moderate,Good,Good,61,Moderate
170,2014-06-25,6,Wednesday,False,33.3,21.5,27.4,0.0,0.0,11.8,0.3,26.0,0.06,50.0,6.5,Good,Good,Moderate,Good,Good,67,Moderate
171,2014-06-26,6,Thursday,False,30.2,18.0,23.4,1.3,0.0,18.6,0.3,23.0,0.05,57.0,6.4,Good,Good,Good,Moderate,Good,52,Moderate
172,2014-06-27,6,Friday,False,24.2,11.5,18.6,0.1,0.0,9.7,0.3,19.0,0.045,29.0,5.1,Good,Good,Good,Good,Good,42,Good
173,2014-06-28,6,Saturday,False,29.4,16.0,23.1,0.0,0.0,9.7,0.3,24.0,0.058,47.0,6.6,Good,Good,Moderate,Good,Good,61,Moderate
174,2014-06-29,6,Sunday,False,32.3,16.9,25.5,0.0,0.0,12.3,0.3,30.0,0.063,55.0,5.2,Good,Good,Moderate,Moderate,Good,77,Moderate
175,2014-06-30,6,Monday,False,28.7,18.6,23.8,0.0,0.0,13.7,0.3,25.0,0.061,40.0,4.0,Good,Good,Moderate,Good,Good,71,Moderate
176,2014-07-01,7,Tuesday,False,31.7,15.4,24.5,0.0,0.0,10.1,0.3,25.0,0.065,48.0,4.7,Good,Good,Moderate,Good,Good,84,Moderate
177,2014-07-02,7,Wednesday,False,33.7,15.2,26.4,0.0,0.0,8.9,0.3,19.0,0.06,38.0,5.8,Good,Good,Moderate,Good,Good,67,Moderate
178,2014-07-03,7,Thursday,False,34.5,20.8,28.8,0.0,0.0,14.4,0.3,25.0,0.049,47.0,8.8,Good,Good,Good,Good,Good,45,Good
179,2014-07-04,7,Friday,False,35.3,18.7,28.5,0.0,0.0,17.6,0.4,35.0,0.05,203.0,20.4,Good,Good,Good,Unhealthy for Sensitive Groups,Moderate,125,Unhealthy for Sensitive Groups
180,2014-07-05,7,Saturday,False,34.8,20.1,28.2,0.0,0.0,17.1,0.5,23.0,0.055,90.0,12.2,Good,Good,Moderate,Moderate,Moderate,68,Moderate
181,2014-07-06,7,Sunday,False,36.2,20.8,29.8,0.0,0.0,13.1,0.3,16.0,0.067,41.0,14.5,Good,Good,Moderate,Good,Moderate,90,Moderate
182,2014-07-07,7,Monday,False,36.2,22.5,30.0,0.0,0.0,15.0,0.5,28.0,0.073,49.0,8.6,Good,Good,Unhealthy for Sensitive Groups,Good,Good,108,Unhealthy for Sensitive Groups
183,2014-07-08,7,Tuesday,False,36.0,22.1,30.1,0.0,0.0,11.9,0.4,36.0,0.074,46.0,7.7,Good,Good,Unhealthy for Sensitive Groups,Good,Good,111,Unhealthy for Sensitive Groups
184,2014-07-09,7,Wednesday,False,34.7,24.4,29.5,0.2,0.0,15.9,0.4,27.0,0.054,117.0,5.8,Good,Good,Good,Moderate,Good,82,Moderate
185,2014-07-10,7,Thursday,False,32.3,20.8,25.9,2.8,0.0,14.5,0.3,16.0,0.052,42.0,10.2,Good,Good,Good,Good,Good,48,Good
186,2014-07-11,7,Friday,False,27.4,18.6,23.1,3.9,0.0,9.1,0.4,19.0,0.051,26.0,6.1,Good,Good,Good,Good,Good,47,Good
187,2014-07-12,7,Saturday,False,32.5,20.7,27.0,0.0,0.0,11.2,0.5,20.0,0.067,33.0,7.5,Good,Good,Moderate,Good,Good,90,Moderate
188,2014-07-13,7,Sunday,False,35.2,21.0,28.9,0.0,0.0,12.8,0.5,18.0,0.065,31.0,8.8,Good,Good,Moderate,Good,Good,84,Moderate
189,2014-07-14,7,Monday,False,37.1,19.9,30.1,0.0,0.0,14.6,0.4,24.0,0.06,119.0,10.1,Good,Good,Moderate,Moderate,Good,83,Moderate
190,2014-07-15,7,Tuesday,False,36.3,21.9,29.1,1.2,0.0,14.0,0.4,27.0,0.056,64.0,12.5,Good,Good,Moderate,Moderate,Moderate,55,Moderate
191,2014-07-16,7,Wednesday,False,30.9,20.4,25.6,0.0,0.0,17.4,0.4,20.0,0.059,58.0,8.8,Good,Good,Moderate,Moderate,Good,64,Moderate
192,2014-07-17,7,Thursday,False,32.7,20.1,27.0,0.0,0.0,11.0,0.4,29.0,0.063,48.0,9.7,Good,Good,Moderate,Good,Good,77,Moderate
193,2014-07-18,7,Friday,False,34.0,21.5,28.4,0.0,0.0,8.8,0.4,31.0,0.068,58.0,14.8,Good,Good,Moderate,Moderate,Moderate,93,Moderate
194,2014-07-19,7,Saturday,False,34.8,22.9,29.2,0.0,0.0,9.5,0.5,22.0,0.072,59.0,13.5,Good,Good,Unhealthy for Sensitive Groups,Moderate,Moderate,104,Unhealthy for Sensitive Groups
195,2014-07-20,7,Sunday,False,34.7,22.8,28.8,0.9,0.0,12.3,0.5,18.0,0.05,49.0,8.7,Good,Good,Good,Good,Good,46,Good
196,2014-07-21,7,Monday,False,33.5,19.3,27.4,0.0,0.0,19.9,0.3,25.0,0.045,39.0,4.7,Good,Good,Good,Good,Good,42,Good
197,2014-07-22,7,Tuesday,True,36.0,20.3,29.5,0.0,0.0,10.9,0.3,29.0,0.05,34.0,8.731512605042017,Good,Good,Good,Good,Good,46,Good
198,2014-07-23,7,Wednesday,True,37.5,19.7,30.1,0.0,0.0,20.3,0.21962962962962962,13.567083333333333,0.031,34.1260162601626,8.0,Good,Good,Good,Good,Good,33,Good
199,2014-07-24,7,Thursday,True,37.0,21.1,28.9,0.0,0.0,16.3,0.21962962962962962,13.567083333333333,0.05818320610687023,34.1260162601626,10.6,Good,Good,Moderate,Good,Good,61,Moderate
200,2014-07-25,7,Friday,True,34.8,21.0,29.0,0.0,0.0,12.1,0.21962962962962962,13.567083333333333,0.05818320610687023,34.1260162601626,11.1,Good,Good,Moderate,Good,Good,61,Moderate
201,2014-07-26,7,Saturday,True,34.7,21.9,28.8,0.0,0.0,12.1,0.21962962962962962,13.567083333333333,0.05818320610687023,34.1260162601626,8.6,Good,Good,Moderate,Good,Good,61,Moderate
202,2014-07-27,7,Sunday,True,35.4,22.2,29.0,0.0,0.0,10.6,0.21962962962962962,13.567083333333333,0.05818320610687023,34.1260162601626,8.8,Good,Good,Moderate,Good,Good,61,Moderate
203,2014-07-28,7,Monday,True,31.9,20.9,25.9,0.9,0.0,10.4,0.21962962962962962,13.567083333333333,0.05818320610687023,34.1260162601626,5.2,Good,Good,Moderate,Good,Good,61,Moderate
204,2014-07-29,7,Tuesday,True,26.5,17.7,21.0,9.1,0.0,9.8,0.21962962962962962,13.567083333333333,0.05818320610687023,34.1260162601626,5.0,Good,Good,Moderate,Good,Good,61,Moderate
205,2014-07-30,7,Wednesday,True,24.8,18.1,21.2,1.3,0.0,10.2,0.21962962962962962,13.567083333333333,0.05818320610687023,34.1260162601626,4.1,Good,Good,Moderate,Good,Good,61,Moderate
206,2014-07-31,7,Thursday,True,27.8,19.1,23.6,0.0,0.0,12.0,0.21962962962962962,13.567083333333333,0.05818320610687023,34.1260162601626,4.8,Good,Good,Moderate,Good,Good,61,Moderate
207,2014-08-01,8,Friday,True,30.3,15.9,24.2,0.0,0.0,10.2,0.27050359712230215,16.54669117647059,0.02,34.42622950819672,6.0,Good,Good,Good,Good,Good,31,Good
208,2014-08-02,8,Saturday,False,32.0,18.4,26.4,0.0,0.0,6.4,0.3,20.0,0.054,40.0,6.4,Good,Good,Good,Good,Good,50,Good
209,2014-08-03,8,Sunday,False,32.0,20.4,26.3,0.0,0.0,16.5,0.3,15.0,0.046,28.0,4.8,Good,Good,Good,Good,Good,43,Good
210,2014-08-04,8,Monday,False,28.4,18.5,23.3,1.7,0.0,15.2,0.3,18.0,0.044,29.0,4.0,Good,Good,Good,Good,Good,41,Good
211,2014-08-05,8,Tuesday,False,28.1,18.5,23.3,3.4,0.0,16.6,0.3,23.0,0.042,27.0,3.8,Good,Good,Good,Good,Good,39,Good
212,2014-08-06,8,Wednesday,False,30.4,19.1,24.7,0.4,0.0,12.8,0.3,23.0,0.053,33.0,5.0,Good,Good,Good,Good,Good,49,Good
213,2014-08-07,8,Thursday,False,29.7,16.8,23.1,2.6,0.0,9.2,0.3,19.0,0.049,28.0,5.9,Good,Good,Good,Good,Good,45,Good
214,2014-08-08,8,Friday,False,30.0,18.6,24.1,0.2,0.0,8.6,0.3,18.0,0.055,31.0,11.4,Good,Good,Moderate,Good,Good,51,Moderate
215,2014-08-09,8,Saturday,False,30.7,18.8,25.0,0.0,0.0,8.0,0.4,17.0,0.06,36.0,13.2,Good,Good,Moderate,Good,Moderate,67,Moderate
216,2014-08-10,8,Sunday,False,32.4,18.1,26.2,0.0,0.0,9.4,0.5,18.0,0.06,33.0,10.5,Good,Good,Moderate,Good,Good,67,Moderate
217,2014-08-11,8,Monday,False,33.6,18.1,27.0,0.0,0.0,10.6,0.4,23.0,0.053,43.0,7.3,Good,Good,Good,Good,Good,49,Good
218,2014-08-12,8,Tuesday,False,32.4,20.8,25.3,0.9,0.0,15.4,0.3,23.0,0.042,46.0,6.1,Good,Good,Good,Good,Good,43,Good
219,2014-08-13,8,Wednesday,False,28.1,18.1,22.7,0.0,0.0,19.2,0.5,27.0,0.039,41.0,6.4,Good,Good,Good,Good,Good,38,Good
220,2014-08-14,8,Thursday,False,31.4,16.4,24.6,0.3,0.0,14.4,0.4,26.0,0.049,24.0,4.6,Good,Good,Good,Good,Good,45,Good
221,2014-08-15,8,Friday,False,32.6,16.7,26.1,0.0,0.0,15.1,0.3,22.0,0.05,32.0,6.2,Good,Good,Good,Good,Good,46,Good
222,2014-08-16,8,Saturday,False,32.8,20.4,26.8,0.0,0.0,10.2,0.4,24.0,0.056,30.0,5.3,Good,Good,Moderate,Good,Good,54,Moderate
223,2014-08-17,8,Sunday,False,34.6,17.9,27.6,0.0,0.0,9.0,0.3,17.0,0.052,35.0,4.8,Good,Good,Good,Good,Good,48,Good
224,2014-08-18,8,Monday,False,34.6,17.2,27.8,0.0,0.0,13.0,0.4,27.0,0.053,80.0,6.7,Good,Good,Good,Moderate,Good,63,Moderate
225,2014-08-19,8,Tuesday,False,22.7,18.3,20.8,0.2,0.0,13.7,0.3,19.0,0.036,34.0,4.3,Good,Good,Good,Good,Good,33,Good
226,2014-08-20,8,Wednesday,False,27.1,15.9,21.6,0.7,0.0,16.6,0.3,21.0,0.05,25.0,2.9,Good,Good,Good,Good,Good,46,Good
227,2014-08-21,8,Thursday,True,28.5,16.6,23.1,0.0,0.0,10.2,0.5,28.0,0.045,40.0,10.2478431372549,Good,Good,Good,Good,Good,42,Good
228,2014-08-22,8,Friday,True,28.4,14.7,21.9,3.0,0.0,18.5,0.3,23.0,0.046,34.42622950819672,10.2478431372549,Good,Good,Good,Good,Good,43,Good
229,2014-08-23,8,Saturday,True,20.4,13.8,16.8,11.5,0.0,8.9,0.3,19.0,0.056,34.42622950819672,10.2478431372549,Good,Good,Moderate,Good,Good,54,Moderate
230,2014-08-24,8,Sunday,True,25.8,14.2,19.7,0.1,0.0,9.2,0.3,13.0,0.055,34.42622950819672,10.2478431372549,Good,Good,Moderate,Good,Good,51,Moderate
231,2014-08-25,8,Monday,True,28.3,12.7,20.4,0.9,0.0,15.9,0.4,28.0,0.048,34.42622950819672,10.2478431372549,Good,Good,Good,Good,Good,44,Good
232,2014-08-26,8,Tuesday,True,26.4,15.7,21.3,0.8,0.0,6.3,0.3,36.0,0.037,34.42622950819672,10.2478431372549,Good,Good,Good,Good,Good,42,Good
233,2014-08-27,8,Wednesday,True,21.7,13.2,17.3,3.1,0.0,9.1,0.3,23.0,0.043,34.42622950819672,10.2478431372549,Good,Good,Good,Good,Good,42,Good
234,2014-08-28,8,Thursday,True,25.5,10.0,19.2,0.0,0.0,8.7,0.4,20.0,0.052,34.42622950819672,10.2478431372549,Good,Good,Good,Good,Good,48,Good
235,2014-08-29,8,Friday,True,28.9,14.8,22.0,0.0,0.0,10.0,0.5,27.0,0.048,34.42622950819672,5.6,Good,Good,Good,Good,Good,44,Good
236,2014-08-30,8,Saturday,True,29.5,14.1,22.4,0.0,0.0,9.7,0.4,21.0,0.039,34.42622950819672,5.1,Good,Good,Good,Good,Good,36,Good
237,2014-08-31,8,Sunday,True,25.4,15.7,21.1,0.0,0.0,13.9,0.3,15.0,0.047,34.42622950819672,13.3,Good,Good,Good,Good,Moderate,54,Moderate
238,2014-09-01,9,Monday,True,27.0,15.0,21.0,0.0,0.0,10.9,0.3,26.0,0.053,29.176,9.8,Good,Good,Good,Good,Good,49,Good
239,2014-09-02,9,Tuesday,True,31.9,13.7,23.6,0.0,0.0,10.9,0.5,29.0,0.05,29.176,8.7,Good,Good,Good,Good,Good,46,Good
240,2014-09-03,9,Wednesday,True,32.8,17.8,24.1,0.0,0.0,15.5,0.4,38.0,0.045,29.176,8.2,Good,Good,Good,Good,Good,42,Good
241,2014-09-04,9,Thursday,True,26.1,13.8,19.9,0.0,0.0,12.7,0.3,28.0,0.043,29.176,12.7,Good,Good,Good,Good,Moderate,52,Moderate
242,2014-09-05,9,Friday,True,28.1,15.0,22.0,0.0,0.0,9.0,0.4,23.0,0.039,29.176,5.9,Good,Good,Good,Good,Good,36,Good
243,2014-09-06,9,Saturday,True,29.8,13.5,22.8,0.2,0.0,8.7,0.4,26.0,0.041,29.176,5.1,Good,Good,Good,Good,Good,38,Good
244,2014-09-07,9,Sunday,True,31.3,14.0,24.2,0.0,0.0,12.3,0.3,14.0,0.045,29.176,4.1,Good,Good,Good,Good,Good,42,Good
245,2014-09-08,9,Monday,True,29.3,15.8,23.1,6.1,0.0,15.7,0.3,26.0,0.035,29.176,3.5,Good,Good,Good,Good,Good,32,Good
246,2014-09-09,9,Tuesday,True,20.1,14.9,17.4,2.0,0.0,12.7,0.4,22.0,0.024,29.176,3.2,Good,Good,Good,Good,Good,27,Good
247,2014-09-10,9,Wednesday,True,23.4,12.4,18.4,0.0,0.0,8.5,0.4,24.0,0.045,29.176,5.2,Good,Good,Good,Good,Good,42,Good
248,2014-09-11,9,Thursday,False,23.8,14.0,18.3,0.0,0.0,16.3,0.5,31.0,0.043,78.0,7.3,Good,Good,Good,Moderate,Good,62,Moderate
249,2014-09-12,9,Friday,False,23.1,11.2,17.3,0.0,0.0,5.9,0.5,29.0,0.038,59.0,5.4,Good,Good,Good,Moderate,Good,53,Moderate
250,2014-09-13,9,Saturday,False,28.9,11.2,21.2,0.0,0.0,9.1,0.5,27.0,0.043,52.0,6.0,Good,Good,Good,Good,Good,48,Good
251,2014-09-14,9,Sunday,False,30.3,13.2,22.7,0.0,0.0,10.5,0.5,26.0,0.047,43.0,5.5,Good,Good,Good,Good,Good,44,Good
252,2014-09-15,9,Monday,False,31.0,13.3,23.5,0.0,0.0,9.0,0.5,29.0,0.048,58.0,6.2,Good,Good,Good,Moderate,Good,52,Moderate
253,2014-09-16,9,Tuesday,False,31.9,14.3,24.3,0.0,0.0,9.8,0.5,34.0,0.044,70.0,6.7,Good,Good,Good,Moderate,Good,58,Moderate
254,2014-09-17,9,Wednesday,False,32.0,14.0,24.2,0.0,0.0,12.8,0.5,29.0,0.042,57.0,6.1,Good,Good,Good,Moderate,Good,52,Moderate
255,2014-09-18,9,Thursday,False,31.9,15.4,24.4,0.0,0.0,16.3,0.5,28.0,0.035,70.0,6.2,Good,Good,Good,Moderate,Good,58,Moderate
256,2014-09-19,9,Friday,True,28.0,18.9,23.3,0.0,0.0,10.4,0.27518796992481204,19.578764478764477,0.047917293233082706,89.0,10.3,Good,Good,Good,Moderate,Good,68,Moderate
257,2014-09-20,9,Saturday,True,30.4,17.0,23.4,0.0,0.0,13.7,0.27518796992481204,19.578764478764477,0.047917293233082706,54.0,11.3,Good,Good,Good,Good,Good,50,Good
258,2014-09-21,9,Sunday,True,20.9,16.2,18.2,3.7,0.0,10.6,0.27518796992481204,19.578764478764477,0.047917293233082706,31.0,4.8,Good,Good,Good,Good,Good,44,Good
259,2014-09-22,9,Monday,True,22.9,11.9,18.1,4.8,0.0,8.8,0.27518796992481204,19.578764478764477,0.047917293233082706,32.0,4.0,Good,Good,Good,Good,Good,44,Good
260,2014-09-23,9,Tuesday,False,26.2,15.6,21.0,0.0,0.0,8.7,0.3,21.0,0.047,35.0,5.7,Good,Good,Good,Good,Good,44,Good
261,2014-09-24,9,Wednesday,False,29.7,13.7,22.0,0.0,0.0,13.3,0.5,24.0,0.043,42.0,5.5,Good,Good,Good,Good,Good,40,Good
262,2014-09-25,9,Thursday,False,30.4,12.4,22.2,0.0,0.0,20.5,0.5,34.0,0.044,37.0,5.2,Good,Good,Good,Good,Good,41,Good
263,2014-09-26,9,Friday,False,29.8,13.8,22.2,0.2,0.0,20.9,0.5,27.0,0.034,52.0,4.5,Good,Good,Good,Good,Good,48,Good
264,2014-09-27,9,Saturday,True,23.9,12.3,15.9,33.8,0.0,9.0,0.3,18.0,0.029,26.0,7.754365079365079,Good,Good,Good,Good,Good,32,Good
265,2014-09-28,9,Sunday,True,16.6,10.7,13.0,14.9,0.0,11.2,0.3,14.0,0.044,15.0,7.754365079365079,Good,Good,Good,Good,Good,41,Good
266,2014-09-29,9,Monday,True,15.5,9.6,12.9,0.0,0.0,9.3,0.4,23.0,0.048,22.0,7.754365079365079,Good,Good,Good,Good,Good,44,Good
267,2014-09-30,9,Tuesday,False,16.4,10.0,13.3,4.5,0.0,7.8,0.3,26.0,0.038,22.0,3.7,Good,Good,Good,Good,Good,35,Good
268,2014-10-01,10,Wednesday,False,10.8,6.3,8.9,0.6,0.0,13.2,0.3,18.0,0.038,23.0,2.2,Good,Good,Good,Good,Good,35,Good
269,2014-10-02,10,Thursday,False,15.0,6.7,10.9,0.0,0.0,8.6,0.4,27.0,0.04,28.0,2.7,Good,Good,Good,Good,Good,37,Good
270,2014-10-03,10,Friday,False,17.6,8.6,13.0,0.0,0.0,7.6,0.5,34.0,0.04,36.0,4.4,Good,Good,Good,Good,Good,37,Good
271,2014-10-04,10,Saturday,False,18.8,9.2,13.9,0.0,0.0,9.8,0.6,26.0,0.046,41.0,5.0,Good,Good,Good,Good,Good,43,Good
272,2014-10-05,10,Sunday,False,20.0,9.8,14.8,0.0,0.0,8.7,0.4,20.0,0.043,66.0,3.1,Good,Good,Good,Moderate,Good,56,Moderate
273,2014-10-06,10,Monday,False,21.2,10.8,15.8,0.0,0.0,8.2,0.7,33.0,0.038,44.0,4.8,Good,Good,Good,Good,Good,41,Good
274,2014-10-07,10,Tuesday,False,22.6,10.7,16.8,0.0,0.0,8.5,0.6,30.0,0.038,40.0,5.1,Good,Good,Good,Good,Good,37,Good
275,2014-10-08,10,Wednesday,False,23.0,12.7,17.8,0.0,0.0,11.0,0.7,27.0,0.036,49.0,5.9,Good,Good,Good,Good,Good,45,Good
276,2014-10-09,10,Thursday,False,22.3,11.7,16.9,0.0,0.0,11.3,0.7,40.0,0.043,178.0,7.5,Good,Good,Good,Unhealthy for Sensitive Groups,Good,112,Unhealthy for Sensitive Groups
277,2014-10-10,10,Friday,False,22.0,9.1,16.1,0.0,0.0,7.9,0.6,42.0,0.049,186.0,7.6,Good,Good,Good,Unhealthy for Sensitive Groups,Good,116,Unhealthy for Sensitive Groups
278,2014-10-11,10,Saturday,False,20.6,11.5,16.3,0.0,0.0,11.3,0.6,30.0,0.04,76.0,7.4,Good,Good,Good,Moderate,Good,61,Moderate
279,2014-10-12,10,Sunday,False,14.7,6.7,10.3,1.4,0.0,20.7,0.7,20.0,0.037,96.0,3.1,Good,Good,Good,Moderate,Good,71,Moderate
280,2014-10-13,10,Monday,False,15.5,2.4,10.1,0.0,0.0,7.4,0.4,28.0,0.036,92.0,3.5,Good,Good,Good,Moderate,Good,69,Moderate
281,2014-10-14,10,Tuesday,False,22.6,5.2,12.9,0.0,0.0,16.2,0.4,33.0,0.016,46.0,4.7,Good,Good,Good,Good,Good,43,Good
282,2014-10-15,10,Wednesday,True,24.0,5.5,14.0,0.0,0.0,23.0,0.411913357400722,24.401083032490977,0.03673285198555957,25.241935483870968,6.2,Good,Good,Good,Good,Good,33,Good
283,2014-10-16,10,Thursday,True,19.0,9.2,14.1,0.0,0.0,8.3,0.411913357400722,24.401083032490977,0.009,35.0,6.3,Good,Good,Good,Good,Good,32,Good
284,2014-10-17,10,Friday,False,21.6,9.3,15.6,0.0,0.0,5.6,0.7,39.0,0.039,200.0,6.5,Good,Good,Good,Unhealthy for Sensitive Groups,Good,123,Unhealthy for Sensitive Groups
285,2014-10-18,10,Saturday,False,21.3,9.2,15.4,0.0,0.0,8.4,0.8,34.0,0.041,78.0,6.0,Good,Good,Good,Moderate,Good,62,Moderate
286,2014-10-19,10,Sunday,False,22.0,8.7,15.6,0.0,0.0,7.6,0.7,39.0,0.046,26.0,5.6,Good,Good,Good,Good,Good,43,Good
287,2014-10-20,10,Monday,False,23.3,7.2,15.5,0.0,0.0,12.3,0.5,25.0,0.038,28.0,4.3,Good,Good,Good,Good,Good,35,Good
288,2014-10-21,10,Tuesday,False,19.7,7.7,12.6,1.0,0.0,17.7,0.5,41.0,0.038,45.0,4.4,Good,Good,Good,Good,Good,42,Good
289,2014-10-22,10,Wednesday,False,16.1,3.9,11.0,0.0,0.0,8.2,0.6,38.0,0.038,28.0,3.7,Good,Good,Good,Good,Good,36,Good
290,2014-10-23,10,Thursday,False,22.8,4.5,14.2,0.0,0.0,12.6,0.8,32.0,0.033,38.0,4.8,Good,Good,Good,Good,Good,35,Good
291,2014-10-24,10,Friday,False,24.0,7.2,15.2,0.0,0.0,15.5,0.8,31.0,0.037,33.0,5.3,Good,Good,Good,Good,Good,34,Good
292,2014-10-25,10,Saturday,False,24.5,6.2,15.1,0.0,0.0,22.8,0.6,21.0,0.038,37.0,5.8,Good,Good,Good,Good,Good,35,Good
293,2014-10-26,10,Sunday,False,15.7,6.2,12.3,0.1,0.0,14.5,0.4,9.0,0.045,80.0,7.6,Good,Good,Good,Moderate,Good,63,Moderate
294,2014-10-27,10,Monday,False,10.4,4.4,6.9,0.0,0.0,9.7,0.5,30.0,0.041,29.0,2.5,Good,Good,Good,Good,Good,38,Good
295,2014-10-28,10,Tuesday,False,13.8,3.7,8.4,0.0,0.0,6.0,0.7,34.0,0.033,39.0,3.9,Good,Good,Good,Good,Good,36,Good
296,2014-10-29,10,Wednesday,False,17.8,5.2,11.3,0.0,0.0,6.9,0.9,39.0,0.025,49.0,5.1,Good,Good,Good,Good,Good,45,Good
297,2014-10-30,10,Thursday,False,21.5,4.8,12.6,0.0,0.0,9.2,1.0,37.0,0.028,41.0,5.3,Good,Good,Good,Good,Good,38,Good
298,2014-10-31,10,Friday,False,22.7,3.3,11.6,0.0,0.0,21.2,1.0,45.0,0.042,40.0,5.3,Good,Good,Good,Good,Good,42,Good
299,2014-11-01,11,Saturday,False,19.6,5.7,10.4,0.2,0.0,32.3,0.5,8.0,0.042,237.0,5.7,Good,Good,Good,Unhealthy for Sensitive Groups,Good,142,Unhealthy for Sensitive Groups
300,2014-11-02,11,Sunday,False,8.9,2.0,6.2,1.7,0.21,17.6,0.3,7.0,0.037,16.0,1.2,Good,Good,Good,Good,Good,34,Good
301,2014-11-03,11,Monday,False,6.7,1.3,3.5,0.8,1.19,12.3,0.6,32.0,0.03,21.0,3.1,Good,Good,Good,Good,Good,30,Good
302,2014-11-04,11,Tuesday,False,8.8,-1.9,4.3,0.0,0.0,7.1,0.8,39.0,0.03,31.0,6.3,Good,Good,Good,Good,Good,37,Good
303,2014-11-05,11,Wednesday,False,12.6,2.9,7.0,0.0,0.0,9.7,0.9,38.0,0.031,32.0,6.2,Good,Good,Good,Good,Good,36,Good
304,2014-11-06,11,Thursday,False,16.3,1.7,8.8,0.0,0.0,8.4,1.1,38.0,0.028,53.0,7.1,Good,Good,Good,Good,Good,49,Good
305,2014-11-07,11,Friday,False,16.5,5.9,10.4,0.0,0.0,10.4,1.1,33.0,0.013,33.0,6.0,Good,Good,Good,Good,Good,31,Good
306,2014-11-08,11,Saturday,False,15.1,3.5,9.2,0.0,0.0,6.0,1.0,36.0,0.036,29.0,6.5,Good,Good,Good,Good,Good,34,Good
307,2014-11-09,11,Sunday,False,17.5,4.7,11.0,0.0,0.0,12.2,1.0,27.0,0.036,22.0,2.9,Good,Good,Good,Good,Good,33,Good
308,2014-11-10,11,Monday,False,11.6,2.9,6.2,1.5,0.0,17.7,0.8,34.0,0.042,62.0,2.6,Good,Good,Good,Moderate,Good,54,Moderate
309,2014-11-11,11,Tuesday,False,7.9,0.1,3.6,0.0,0.0,14.5,0.8,35.0,0.027,27.0,4.0,Good,Good,Good,Good,Good,33,Good
310,2014-11-12,11,Wednesday,False,2.4,-1.9,-0.2,0.0,0.0,10.0,0.6,16.0,0.024,27.0,5.2,Good,Good,Good,Good,Good,25,Good
311,2014-11-13,11,Thursday,False,5.4,-1.2,2.1,0.3,0.84,8.4,0.9,29.0,0.022,28.0,12.1,Good,Good,Good,Good,Moderate,51,Moderate
312,2014-11-14,11,Friday,False,9.2,0.9,4.4,1.1,0.0,10.8,1.7,33.0,0.026,60.0,20.9,Good,Good,Good,Moderate,Moderate,70,Moderate
313,2014-11-15,11,Saturday,False,4.5,-6.0,0.1,2.0,1.89,12.7,1.6,31.0,0.042,25.0,4.2,Good,Good,Good,Good,Good,39,Good
314,2014-11-16,11,Sunday,False,-3.2,-8.9,-6.3,0.0,0.0,10.7,0.7,35.0,0.035,21.0,6.6,Good,Good,Good,Good,Good,33,Good
315,2014-11-17,11,Monday,False,-1.4,-10.8,-6.3,0.0,0.0,4.9,1.0,41.0,0.027,29.0,10.0,Good,Good,Good,Good,Good,42,Good
316,2014-11-18,11,Tuesday,False,3.5,-9.4,-3.5,0.0,0.0,8.2,1.4,59.0,0.025,39.0,10.5,Good,Moderate,Good,Good,Good,56,Moderate
317,2014-11-19,11,Wednesday,False,7.9,-5.9,1.2,0.0,0.0,7.2,1.7,48.0,0.011,62.0,12.6,Good,Good,Good,Moderate,Moderate,54,Moderate
318,2014-11-20,11,Thursday,False,7.9,-2.2,2.2,0.0,0.0,5.5,1.8,42.0,0.008,60.0,14.2,Good,Good,Good,Moderate,Moderate,55,Moderate
319,2014-11-21,11,Friday,False,10.1,-2.3,3.0,0.0,0.0,8.5,1.5,41.0,0.02,55.0,10.5,Good,Good,Good,Moderate,Good,51,Moderate
