aqi,co,datetime,no2,o3,pm10,pm25,so2,timestamp_local,timestamp_utc,ts
29,343.5,2023-01-12:17,14.4,55.6,10.0,7.0,2.2,2023-01-12T10:00:00,2023-01-12T17:00:00,1673542800
32,381.7,2023-01-12:16,17.4,49.2,5.0,3.75,2.2,2023-01-12T09:00:00,2023-01-12T16:00:00,1673539200
30,496.2,2023-01-12:15,27.9,32.4,11.0,7.1,2.0,2023-01-12T08:00:00,2023-01-12T15:00:00,1673535600
37,572.5,2023-01-12:14,31.0,27.6,11.0,9.0,2.1,2023-01-12T07:00:00,2023-01-12T14:00:00,1673532000
27,496.2,2023-01-12:13,26.1,33.6,5.0,3.75,2.1,2023-01-12T06:00:00,2023-01-12T13:00:00,1673528400
27,381.7,2023-01-12:12,23.4,33.2,9.0,6.4,2.0,2023-01-12T05:00:00,2023-01-12T12:00:00,1673524800
17,305.3,2023-01-12:11,19.8,37.2,5.0,4.0,1.9,2023-01-12T04:00:00,2023-01-12T11:00:00,1673521200
20,229.0,2023-01-12:10,15.4,42.4,4.0,4.0,1.7,2023-01-12T03:00:00,2023-01-12T10:00:00,1673517600
21,229.0,2023-01-12:09,14.6,45.6,5.0,2.8,1.7,2023-01-12T02:00:00,2023-01-12T09:00:00,1673514000
18,305.3,2023-01-12:08,18.2,40.0,6.0,4.0,1.9,2023-01-12T01:00:00,2023-01-12T08:00:00,1673510400
26,343.5,2023-01-12:07,19.0,39.2,3.0,2.25,1.7,2023-01-12T00:00:00,2023-01-12T07:00:00,1673506800
42,610.7,2023-01-12:06,24.1,32.4,14.0,10.0,2.2,2023-01-11T23:00:00,2023-01-12T06:00:00,1673503200
50,648.8,2023-01-12:05,25.8,32.4,16.0,11.9,2.1,2023-01-11T22:00:00,2023-01-12T05:00:00,1673499600
53,572.5,2023-01-12:04,25.8,34.4,3.0,2.25,2.0,2023-01-11T21:00:00,2023-01-12T04:00:00,1673496000
